Product,Lens_Design,Rx_Type,Frame_Type_Plus,Frame_Type_Minus,Index,,Clear_Photo_Tint_Pol,Extra_Note,,Uv_400_Rm,Blf_Rm,,Intro,Spacer,Description1,Description2,Description3
Custom Single Vision Sv,Custom Sv,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Clear,-,Clear transparent lenses.,750,750,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Clear transparent lenses.,1.56 index is a slightly thinner material.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.6,1.6 index is a thinner material.,Tint,Any Colour,Can be tinted to any colour.,1050,1050,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Can be tinted to any colour.,1.6 index is a thinner material.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.6,1.6 index is a thinner material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,1350,1350,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Changes to grey in the sun and back to clear when indoor.,1.6 index is a thinner material.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.6,1.6 index is a thinner material.,Clear,-,Clear transparent lenses.,850,850,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Clear transparent lenses.,1.6 index is a thinner material.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Tint,Any Colour,Can be tinted to any colour.,1250,1250,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Can be tinted to any colour.,1.67 index is an ultra thin material.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,1550,1550,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Changes to grey in the sun and back to clear when indoor.,1.67 index is an ultra thin material.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Clear,-,Clear transparent lenses.,1050,1050,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Clear transparent lenses.,1.67 index is an ultra thin material.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Tint,Any Colour,Can be tinted to any colour.,1550,1550,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Can be tinted to any colour.,1.74 index is the thinnest material.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,1850,1850,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Changes to grey in the sun and back to clear when indoor.,1.74 index is the thinnest material.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Clear,-,Clear transparent lenses.,1350,1350,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Clear transparent lenses.,1.74 index is the thinnest material.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",Polycarb,Polycarb is a thin material that does not break easily.,Tint,Any Colour,Can be tinted to any colour.,1050,1050,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Can be tinted to any colour.,Polycarb is a thin material that does not break easily.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",Polycarb,Polycarb is a thin material that does not break easily.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,1350,1350,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Changes to grey in the sun and back to clear when indoor.,Polycarb is a thin material that does not break easily.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",Polycarb,Polycarb is a thin material that does not break easily.,Clear,-,Clear transparent lenses.,850,850,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Clear transparent lenses.,Polycarb is a thin material that does not break easily.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",Trivex,Trivex is a material that does not break easily.,Tint,Any Colour,Can be tinted to any colour.,1050,1050,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Can be tinted to any colour.,Trivex is a material that does not break easily.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",Trivex,Trivex is a material that does not break easily.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,1350,1350,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Changes to grey in the sun and back to clear when indoor.,Trivex is a material that does not break easily.
Custom Single Vision Sv,Custom Sv,"Plus, Minus","Full, Half, Rimless","Full, Half, Rimless",Trivex,Trivex is a material that does not break easily.,Clear,-,Clear transparent lenses.,850,850,Lenses that are made upon order to fit special sizes and curves,These lenses are, ,Lenses that are made upon order to fit special sizes and curves,Clear transparent lenses.,Trivex is a material that does not break easily.
Everyday Stock Single Vision Sv,Stock Sv,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Clear,-,Clear transparent lenses.,350,350,Lenses that meet everyday use,These lenses are, ,Lenses that meet everyday use,Clear transparent lenses.,1.56 index is a slightly thinner material.
Everyday Stock Single Vision Sv,Stock Sv,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Photo,Grey,Clear transparent lenses.,550,550,Lenses that meet everyday use,These lenses are, ,Lenses that meet everyday use,Clear transparent lenses.,1.56 index is a slightly thinner material.
Everyday Stock Single Vision Sv,Stock Sv,Minus,-,"Full, Half, Rimless",1.6,1.6 index is a thinner material.,Photo,Grey,Changes to grey in the sun and back to clear when indoor.,650,650,Lenses that meet everyday use,These lenses are, ,Lenses that meet everyday use,Changes to grey in the sun and back to clear when indoor.,1.6 index is a thinner material.
Everyday Stock Single Vision Sv,Stock Sv,"Plus, Minus",Full Only,"Full, Half, Rimless",1.6,1.6 index is a thinner material.,Clear,-,Clear transparent lenses.,450,450,Lenses that meet everyday use,These lenses are, ,Lenses that meet everyday use,Clear transparent lenses.,1.6 index is a thinner material.
Everyday Stock Single Vision Sv,Stock Sv,Minus,-,"Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Clear,-,Clear transparent lenses.,650,650,Lenses that meet everyday use,These lenses are, ,Lenses that meet everyday use,Clear transparent lenses.,1.67 index is an ultra thin material.
Everyday Stock Single Vision Sv,Stock Sv,Minus,w,"Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Clear,-,Clear transparent lenses.,850,850,Lenses that meet everyday use,These lenses are, ,Lenses that meet everyday use,Clear transparent lenses.,1.74 index is the thinnest material.
Everyday Stock Single Vision Sv,Stock Sv,Minus,-,"Full, Half, Rimless",Polycarb,Polycarb is a thin material that does not break easily.,Clear,-,Clear transparent lenses.,450,450,Lenses that meet everyday use,These lenses are, ,Lenses that meet everyday use,Clear transparent lenses.,Polycarb is a thin material that does not break easily.
Premium Stock Single Vision Sv,Stock Sv,Minus,-,"Full, Half, Rimless",1.56,1.56 index is a slightly thinner material.,Photo,"Grey, Brown, Green, Pink, Blue","Changes to grey, brown, green, pink or blue in the sun and back to clear when indoor.",650,650,Premium lenses that have wider peripheral view,These lenses are, ,Premium lenses that have wider peripheral view,"Changes to grey, brown, green, pink or blue in the sun and back to clear when indoor.",1.56 index is a slightly thinner material.
Premium Stock Single Vision Sv,Stock Sv,"Plus, Minus",Full Only,Full Only,1.56,1.56 index is a slightly thinner material.,Clear,-,Clear transparent lenses.,450,450,Premium lenses that have wider peripheral view,These lenses are, ,Premium lenses that have wider peripheral view,Clear transparent lenses.,1.56 index is a slightly thinner material.
Premium Stock Single Vision Sv,Stock Sv,Minus,-,"Full, Half, Rimless",1.6,1.6 index is a thinner material.,Clear,-,Clear transparent lenses.,550,550,Premium lenses that have wider peripheral view,These lenses are, ,Premium lenses that have wider peripheral view,Clear transparent lenses.,1.6 index is a thinner material.
Premium Stock Single Vision Sv,Stock Sv,Minus,-,"Full, Half, Rimless",1.67,1.67 index is an ultra thin material.,Clear,-,Clear transparent lenses.,750,750,Premium lenses that have wider peripheral view,These lenses are, ,Premium lenses that have wider peripheral view,Clear transparent lenses.,1.67 index is an ultra thin material.
Premium Stock Single Vision Sv,Stock Sv,Minus,-,"Full, Half, Rimless",1.74,1.74 index is the thinnest material.,Clear,-,Clear transparent lenses.,950,950,Premium lenses that have wider peripheral view,These lenses are, ,Premium lenses that have wider peripheral view,Clear transparent lenses.,1.74 index is the thinnest material.
